org_type,org_name_clean,doc_count,authority_level,municipality_id,region_id,coverage_region_ids,coverage_region_count,match_method,notes
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΙΣΑΓΓΕΛΙΑ ΕΦΕΤΩΝ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,2,municipality,9261,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Εισαγγελία Εφετών Βορείου Αιγαίου - Λέσβος (Μυτιλήνη = έδρα)
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΛΛΗΝΙΚΑ ΑΜΥΝΤΙΚΑ ΣΥΣΤΗΜΑΤΑ  ΑΒΕΕ,18,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Αμυντική βιομηχανία - εθνικός φορέας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ,26,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΛΛΗΝΙΚΟ ΑΝΟΙΚΤΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,2,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,"ΕΑΠ - εξ αποστάσεως εκπαίδευση, εθνικής εμβέλειας"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΛΛΗΝΙΚΟ ΦΕΣΤΙΒΑΛ Α.Ε,2,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Ελληνικό Φεστιβάλ ΑΕ - Αθήνα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΠΙΜΕΛΗΤΗΡΙΟ ΚΑΡΔΙΤΣΑΣ,2,municipality,9092,ΘΕΣΣΑΛΙΑΣ,,0,manual_review_municipality,Επιμελητήριο Καρδίτσας - Θεσσαλία
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΠΙΤΡΟΠΗ ΟΛΥΜΠΙΩΝ & ΚΛΗΡΟΔΟΤΗΜΑΤΩΝ,4,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"Επιτροπή Ολυμπίων & Κληροδοτημάτων - Αθήνα, Αττική"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΤΑΙΡΕΙΑ ΠΑΓΙΩΝ ΕΥΔΑΠ,4,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,"Εταιρεία Παγίων ΕΥΔΑΠ - ΝΠΔΔ, θυγατρική εθνικής ΕΥΔΑΠ"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΤΑΙΡΕΙΑ ΥΔΡΕΥΣΗΣ ΑΠΟΧΕΤΕΥΣΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ (ΕΥΑΘ ΑΕ),8,municipality,9031,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,"ΕΥΑΘ - Θεσσαλονίκη, Κεντρική Μακεδονία"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΤΑΙΡΕΙΑ ΥΔΡΕΥΣΗΣ ΑΠΟΧΕΤΕΥΣΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ ΠΑΓΙΩΝ (ΕΥΑΘ ΠΑΓΙΩΝ),1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΕΥΔΑΠ ΑΕ,16,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,ΕΥΔΑΠ - εθνικής σημασίας εταιρεία ύδρευσης/αποχέτευσης
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΗΔΙΚΑ Α.Ε (ΗΛΕΚΤΡΟΝΙΚΗ ΔΙΑΚΥΒΕΡΝΗΣΗ - ΚΟΙΝΩΝΙΚΗ ΑΣΦΑΛΙΣΗ Α.Ε),2,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,ΗΔΙΚΑ ΑΕ - εθνικός φορέας ηλεκτρονικής διακυβέρνησης ΚΑΣ
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΗΛΕΚΤΡΟΝΙΚΟΣ ΕΘΝΙΚΟΣ ΦΟΡΕΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,52,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Εθνικός φορέας (ΕΦΚΑ) - πανελλαδική κάλυψη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΘΕΡΑΠΕΥΤΗΡΙΟ ΧΡΟΝΙΩΝ ΠΑΘΗΣΕΩΝ ΕΥΡΥΤΑΝΙΑΣ,2,municipality,9157,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,"Θεραπευτήριο Χρονίων Παθήσεων Ευρυτανίας - Καρπενήσι, Στερεά Ελλάδα"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΙΔΡΥΜΑ ΝΕΟΛΑΙΑΣ ΚΑΙ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ,14,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Εθνικός φορέας - πανελλαδική κάλυψη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΙΕΡΑ ΚΟΙΝΟΤΗΤΑ ΑΓΙΟΥ ΟΡΟΥΣ,4,municipality,9056,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,"Ιερά Κοινότητα Αγίου Όρους - γεωγραφικά εντός δήμου Αριστοτέλη, Κεντρική Μακεδονία"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΙΝΣΤΙΤΟΥΤΟ ΓΕΩΠΟΝΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,4,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Ινστιτούτο Γεωπονικών Επιστημών - εθνικός ερευνητικός φορέας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΙΝΣΤΙΤΟΥΤΟ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΕΚΔΟΣΕΩΝ «ΔΙΟΦΑΝΤΟΣ»,2,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,ΙΤΥ Διόφαντος - εθνικός φορέας εκπαιδευτικής τεχνολογίας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ,6,municipality,9118,ΙΟΝΙΩΝ ΝΗΣΩΝ,,0,manual_review_municipality,"Ιόνιο Πανεπιστήμιο - Κέρκυρα, Ιόνια Νησιά"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΑΤΑΣΤΗΜΑ ΚΡΑΤΗΣΗΣ ΛΑΡΙΣΑΣ,1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΑΤΑΣΤΗΜΑ ΚΡΑΤΗΣΗΣ ΝΙΓΡΙΤΑΣ,2,municipality,9050,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,"Κατάστημα Κράτησης Νιγρίτας - Δήμος Βισαλτίας, Κεντρική Μακεδονία"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΑΥΤΑΝΤΖΟΓΛΕΙΟ ΕΘΝΙΚΟ ΣΤΑΔΙΟ,4,municipality,9031,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Καυτατζόγλειο Εθνικό Στάδιο - Θεσσαλονίκη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΕΝΤΡΙΚΗ ΑΓΟΡΑ ΘΕΣ/ΝΙΚΗΣ,8,municipality,9031,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Κεντρική Αγορά Θεσσαλονίκης
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΕΝΤΡΟ ΔΙΑΦΥΛΑΞΗΣ ΑΓΙΟΡΕΙΤΙΚΗΣ ΚΛΗΡΟΝΟΜΙΑΣ (Κ.Δ.Α.Κ.),1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΟΙΝΩΝΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ ΑΕ,2,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Κοινωνία της Πληροφορίας ΑΕ - εθνικός φορέας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΟΙΝΩΝΙΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΔΗΜΟΥ ΠΑΤΡΕΩΝ,2,municipality,9134,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,Κοινωνικός Οργανισμός Δήμου Πατρέων - Δυτική Ελλάδα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΡΑΤΙΚΗ ΣΧΟΛΗ ΟΡΧΗΣΤΙΚΗΣ ΤΕΧΝΗΣ,2,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Κρατική Σχολή Ορχηστικής Τέχνης - Αθήνα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΚΡΑΤΙΚΟ ΘΕΑΤΡΟ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ,4,municipality,9031,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Κρατικό Θέατρο Βορείου Ελλάδος - Θεσσαλονίκη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΛΙΜΕΝΙΚΟ ΤΑΜΕΙΟ ΦΘΙΩΤΙΔΑΣ,4,decentralized,,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,1,manual_review_decentralized,"Λιμενικό Ταμείο Φθιώτιδας - παράκτιοι δήμοι: Λαμία, Λοκροί, Μακρακώμη, Μώλος-Αγ.Κωνσταντίνος, Στυλίδα"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΛΟΥΤΡΑ ΛΟΥΤΡΑΚΙΟΥ ΔΗΜΟΥ ΑΛΜΩΠΙΑΣ Α.Ε,2,municipality,9042,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Λουτρά Λουτρακίου Αλμωπίας - Κεντρική Μακεδονία
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΜΕΤΟΧΙΚΟ ΤΑΜΕΙΟ ΑΕΡΟΠΟΡΙΑΣ,4,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Μετοχικό Ταμείο Αεροπορίας - εθνικός φορέας
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΜΟΝΟΜΕΤΟΧΙΚΗ ΑΞΙΟΠΟΙΗΣΗΣ ΑΚΙΝΗΤΩΝ ΔΗΜΟΥ ΧΙΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Ο.Τ.Α. ΔΙΑΧΕΙΡΗΣΗ ΑΚΙΝΗΤΩΝ,4,municipality,9266,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Μονομετοχική ΑΕ ακινήτων Δήμου Χίου - Βόρειο Αιγαίο
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΜΟΥΣΕΙΟ ΦΥΣΙΚΗΣ ΙΣΤΟΡΙΑΣ ΑΠΟΛΙΘΩΜΕΝΟΥ ΔΑΣΟΥΣ ΛΕΣΒΟΥ (Μ.Φ.Ι.Α.Λ.),2,municipality,9261,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Μουσείο Φυσικής Ιστορίας Απολιθωμένου Δάσους Λέσβου - Βόρειο Αιγαίο
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΞΙΝΟ ΝΕΡΟ ΜΟΝΟΜΕΤΟΧΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΟΤΑ,2,municipality,9042,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,"Ξινό Νερό ΑΕ ΟΤΑ - Αλμωπία, Κεντρική Μακεδονία"
ΑΛΛΟΣ ΦΟΡΕΑΣ,Ο.ΣΥ. Α.Ε. - ΟΔΙΚΕΣ ΣΥΓΚΟΙΝΩΝΙΕΣ Α.Ε.,10,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,ΟΣΥ - εθνική εταιρεία οδικών συγκοινωνιών
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΑΚΑ (ΣΠΥΡΟΣ ΛΟΥΗΣ),8,municipality,9168,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"ΟΑΚΑ - Αμαρούσιο, Αττική"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΙΚΟΝΟΜΙΚΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΘΗΝΩΝ,2,municipality,9186,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Οικονομικό Πανεπιστήμιο Αθηνών - Αττική
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΑΣΤΙΚΩΝ ΣΥΓΚΟΙΝΩΝΙΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΚΕΝΤΡΙΚΩΝ ΑΓΟΡΩΝ & ΑΛΙΕΙΑΣ,2,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,"ΟΚΑΑ - κεντρικές αγορές σε πολλές πόλεις, εθνικός φορέας"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΛΙΜΕΝΟΣ  ΛΑΥΡΙΟΥ Α.Ε,4,municipality,9219,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,"Οργανισμός Λιμένος Λαυρίου - Λαυρεωτική, Αττική"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΛΙΜΕΝΟΣ ΕΛΕΥΣΙΝΟΣ Α.Ε,4,municipality,9229,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Οργανισμός Λιμένος Ελευσίνας - Αττική
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΛΙΜΕΝΟΣ ΚΕΡΚΥΡΑΣ Α.Ε,12,municipality,9118,ΙΟΝΙΩΝ ΝΗΣΩΝ,,0,manual_review_municipality,Οργανισμός Λιμένος Κέρκυρας - Ιόνια Νησιά
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΛΙΜΕΝΟΣ ΛΑΥΡΙΟΥ Α.Ε,1,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΛΙΜΕΝΟΣ ΠΑΤΡΩΝ  Α.Ε,2,municipality,9134,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,0,manual_review_municipality,Οργανισμός Λιμένος Πατρών - Δυτική Ελλάδα
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΣΙΔΗΡΟΔΡΟΜΩΝ ΕΛΛΑΔΑΣ (ΟΣΕ),80,national,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ;ΑΤΤΙΚΗΣ;ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ;ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΗΠΕΙΡΟΥ;ΘΕΣΣΑΛΙΑΣ;ΙΟΝΙΩΝ ΝΗΣΩΝ;ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ;ΚΡΗΤΗΣ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ;ΠΕΛΟΠΟΝΝΗΣΟΥ;ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,13,manual_review_national,Εθνικός φορέας με πανελλαδική κάλυψη
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΟΡΓΑΝΙΣΜΟΣ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΚΛΙΜΑΤΙΚΗΣ ΑΛΛΑΓΗΣ,3,other,,,,0,exact,
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΑΙΓΑΙΟΥ,4,decentralized,,,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ;ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,2,manual_review_decentralized,"Πανεπιστήμιο Αιγαίου - πολλαπλές έδρες (Λέσβος, Ρόδος, Χίος, Σάμος)"
ΑΛΛΟΣ ΦΟΡΕΑΣ,ΠΑΝΕΠΙΣΤΗΜΙΟ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,2,decentralized,,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,1,manual_review_decentralized,"ΠΑΔΑ - Αιγάλεω & Άγιοι Ανάργυροι-Καματερό, Αττική"
